"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2026-02-06","09:40:00",6870.16,"69 Feb 6 6875 C BTO 20.20 | 69 Feb 6 6915 C STO 5.10",-1520,6932.3,"2026-02-06","16:00:00",-4000,"Expired",170874.36,162.9236842105263,69,8021248.64,216660,"",245.64,0,0.252,0.358,19.29,17.87,18.34,53.42,163.16,-28.95
"2026-02-06","09:40:00",6870.16,"69 Feb 6 6860 P BTO 20.30 | 69 Feb 6 6780 P STO 4.10",-1630,6898.13,"2026-02-06","11:22:00",-345,"Underlying Price Move Up",-89018.28,-79.1484662576687,69,7850374.28,216660,"",245.64,107.64,0.202,0.145,19.29,18.45,18.34,53.42,19.94,-78.22
"2026-01-27","09:50:00",6968.26,"141 Jan 27 6970 C BTO 8.25 | 141 Jan 27 7010 C STO 0.25",-810,6978.6,"2026-01-27","16:00:00",-860,"Expired",6548.04,5.733333333333333,141,7939392.56,219960,"",501.96,0,0.03,0.006,16.06,16.2,15.73,2.3,141.36,-8.02
"2026-01-27","09:50:00",6968.26,"141 Jan 27 6965 P BTO 8.25 | 141 Jan 27 6885 P STO 0.75",-760,6982.98,"2026-01-27","15:45:00",5,"Exited at Specified Time",-108586.92,-101.33157894736841,141,7932844.52,219960,"",501.96,219.96,0.091,0.5,16.06,16.2,15.73,2.3,0,-99.34
"2026-01-22","09:40:00",6927.57,"99 Jan 22 6930 C BTO 11.70 | 99 Jan 22 6970 C STO 0.80",-1100,6913.35,"2026-01-22","16:00:00",0,"Expired",-109252.44,-100.32363636363635,99,8041431.44,221760,"",352.44,0,0.068,1,15.7,15.61,38.82,13.13,5.45,-100
"2026-01-22","09:40:00",6927.57,"99 Jan 22 6925 P BTO 12.55 | 99 Jan 22 6845 P STO 1.15",-1150,6905.21,"2026-01-22","15:45:00",-1960,"Exited at Specified Time",79683.12,69.9895652173913,99,8150683.88,221760,"",352.44,154.44,0.092,0.003,15.7,15.78,38.82,13.13,170,-81.3
"2026-01-21","09:40:00",6824.17,"77 Jan 21 6830 C BTO 16.35 | 77 Jan 21 6870 C STO 3.40",-1305,6875.62,"2026-01-21","16:00:00",-4000,"Expired",207240.88,206.24061302681991,77,8071000.76,217140,"",274.12,0,0.208,0.127,18.82,17.02,13.85,13.46,206.51,-63.98
"2026-01-21","09:40:00",6824.17,"77 Jan 21 6820 P BTO 17.10 | 77 Jan 21 6740 P STO 1.95",-1525,6856.13,"2026-01-21","10:17:00",-350,"Underlying Price Move Up",-90869.24,-77.3849180327869,77,7863759.88,217140,"",274.12,120.12,0.114,0.133,18.82,17.74,13.85,13.46,28.85,-76.39
"2026-01-15","09:40:00",6966.22,"121 Jan 15 6970 C BTO 9.30 | 121 Jan 15 7010 C STO 0.45",-895,6944.47,"2026-01-15","16:00:00",0,"Expired",-108725.76,-100.39776536312847,121,7954629.12,218405,"",430.76,0,0.048,1,15.68,15.8,42.86,-3.24,35.2,-100
"2026-01-15","09:40:00",6966.22,"121 Jan 15 6960 P BTO 9.90 | 121 Jan 15 6880 P STO 0.80",-920,6940.91,"2026-01-15","15:45:00",-1885,"Exited at Specified Time",116145.48,104.33478260869565,121,8063354.88,218405,"",430.76,188.76,0.081,0.003,15.68,15.97,42.86,-3.24,127.17,-88.59
"2026-01-09","10:13:00",6933.87,"100 Jan 9 6935 C BTO 11.75 | 100 Jan 9 6975 C STO 0.90",-1095,6966.28,"2026-01-09","16:00:00",-3128,"Expired",202944,185.33698630136988,100,7947209.4,213500,"",356,0,0.077,0.002,15.29,14.52,6.37,6.04,252.05,0
"2026-01-09","10:13:00",6933.87,"100 Jan 9 6930 P BTO 11.20 | 100 Jan 9 6850 P STO 0.80",-1050,6962.24,"2026-01-09","11:50:00",-90,"Underlying Price Move Up",-96512,-91.91619047619048,100,7744265.4,213500,"",356,156,0.071,0.13,15.29,14.68,6.37,6.04,0,-90.95
"2026-01-02","09:51:00",6893.71,"112 Jan 2 6890 P BTO 9.50 | 112 Jan 2 6810 P STO 0.35",-925,6851.97,"2026-01-02","15:45:00",-3770,"Exited at Specified Time",318066.56,307.01405405405404,112,7840777.4,208320,"",398.72,174.72,0.037,0.001,14.65,14.59,32.61,15.6,573.51,-10.81
"2026-01-02","09:51:00",6893.71,"112 Jan 2 6895 C BTO 9.75 | 112 Jan 2 6935 C STO 0.40",-945,6857.98,"2026-01-02","10:21:00",-105,"Underlying Price Move Down",-94653.44,-89.43068783068783,112,7522710.84,208320,"",398.72,174.72,0.041,0.115,14.65,15.12,32.61,15.6,0,-87.83
"2025-12-24","09:41:00",6909.81,"182 Dec 24 6910 C BTO 5.95 | 182 Dec 24 6950 C STO 0.15",-590,6932.05,"2025-12-24","13:00:00",-2205,"Expired",293282.08,273.1254237288136,182,7617364.28,203840,"",647.92,0,0.025,0.002,13.88,13.41,-4.88,4.9,353.39,0
"2025-12-24","09:41:00",6909.81,"182 Dec 24 6910 P BTO 5.45 | 182 Dec 24 6830 P STO 0.15",-540,6932.05,"2025-12-24","13:00:00",0,"Expired",-98927.92,-100.65925925925924,182,7324082.2,203840,"",647.92,0,0.028,1,13.88,13.41,-4.88,4.9,0,-100
"2025-12-19","09:40:00",6810.58,"77 Dec 19 6815 C BTO 14.25 | 77 Dec 19 6855 C STO 1.80",-1255,6834.5,"2025-12-19","16:00:00",-1950,"Expired",53240.88,55.09482071713146,77,7423010.12,203665,"",274.12,0,0.126,0.002,15.87,15.1,17.86,17.96,96.81,-3.59
"2025-12-19","09:40:00",6810.58,"77 Dec 19 6805 P BTO 15.55 | 77 Dec 19 6725 P STO 1.65",-1400,6837.91,"2025-12-19","12:52:00",-75,"Underlying Price Move Up",-102419.24,-95.00857142857144,77,7369769.24,203665,"",274.12,120.12,0.106,0.261,15.87,15.28,17.86,17.96,0,-93.93
"2025-12-18","10:27:00",6797.81,"95 Dec 18 6795 P BTO 13.45 | 95 Dec 18 6715 P STO 1.40",-1215,6790.11,"2025-12-18","15:45:00",-635,"Exited at Specified Time",-55586.4,-48.15802469135802,95,7472188.48,208050,"",338.2,148.2,0.104,0.008,16.35,16.32,56.63,19.75,179.84,-71.19
"2025-12-18","10:27:00",6797.81,"95 Dec 18 6805 C BTO 10.55 | 95 Dec 18 6845 C STO 0.80",-985,6761.88,"2025-12-18","12:18:00",-160,"Underlying Price Move Down",-78861.4,-84.27614213197968,95,7527774.88,208050,"",338.2,148.2,0.076,0.081,16.35,17.33,56.63,19.75,73.1,-82.74
"2025-12-05","10:03:00",6887.96,"103 Dec 5 6890 C BTO 11.00 | 103 Dec 5 6930 C STO 0.70",-1040,6870.4,"2025-12-05","16:00:00",0,"Expired",-107486.68,-100.3423076923077,103,7606636.28,209605,"",366.68,0,0.064,1,15.67,15.35,9.2,21.64,26.92,-100
"2025-12-05","10:03:00",6887.96,"103 Dec 5 6885 P BTO 11.05 | 103 Dec 5 6805 P STO 1.10",-1005,6870.66,"2025-12-05","15:45:00",-1425,"Exited at Specified Time",42732.64,41.281592039801,103,7714122.96,209605,"",366.68,160.68,0.1,0.003,15.67,15.28,9.2,21.64,163.68,-40.8
"2025-12-02","09:40:00",6841.35,"102 Dec 2 6835 P BTO 11.35 | 102 Dec 2 6755 P STO 0.80",-1065,6838.62,"2025-12-02","15:45:00",-190,"Exited at Specified Time",-89772.24,-82.64037558685446,102,7671390.32,215220,"",363.12,159.12,0.07,0.024,16.68,16.48,18.33,10.39,170.89,-85.45
"2025-12-02","09:40:00",6841.35,"102 Dec 2 6845 C BTO 11.35 | 102 Dec 2 6885 C STO 0.90",-1055,6807,"2025-12-02","11:33:00",-170,"Underlying Price Move Down",-90792.24,-84.37156398104266,102,7761162.56,215220,"",363.12,159.12,0.079,0.077,16.68,17.31,18.33,10.39,22.75,-82.94
"2025-11-26","09:48:00",6805.98,"110 Nov 26 6810 C BTO 11.05 | 110 Nov 26 6850 C STO 1.25",-990,6812.61,"2025-11-26","16:00:00",-261,"Expired",-80581.6,-73.9959595959596,110,7851954.8,220000,"",391.6,0,0.113,0.018,17.78,17.29,27.67,12.43,120.2,-73.64
"2025-11-26","09:48:00",6805.98,"110 Nov 26 6800 P BTO 12.10 | 110 Nov 26 6720 P STO 2.00",-1020,6826.45,"2025-11-26","15:45:00",5,"Exited at Specified Time",-113313.2,-100.99215686274509,110,7932536.4,220000,"",391.6,171.6,0.165,0.5,17.78,17.05,27.67,12.43,91.67,-99.51
"2025-11-25","09:40:00",6710.48,"87 Nov 25 6705 P BTO 16.10 | 87 Nov 25 6625 P STO 2.60",-1360,6739.76,"2025-11-25","12:06:00",-165,"Underlying Price Move Up",-104410.44,-88.24411764705883,87,8045849.6,225330,"",309.72,135.72,0.161,0.186,20.13,19.16,-8.09,13.45,169.85,-87.13
"2025-11-25","09:40:00",6710.48,"87 Nov 25 6715 C BTO 14.30 | 87 Nov 25 6755 C STO 2.00",-1240,6675.02,"2025-11-25","09:48:00",-500,"Underlying Price Move Down",-64825.44,-60.090322580645164,87,8150260.04,225330,"",309.72,135.72,0.14,0.128,20.13,21.24,-8.09,13.45,0,-58.87
"2025-11-20","09:40:00",6752.23,"75 Nov 20 6745 P BTO 18.10 | 75 Nov 20 6665 P STO 3.15",-1505,6547.56,"2025-11-20","15:45:00",-7985,"Exited at Specified Time",485616,430.22458471760797,75,8215085.48,213000,"",267,117,0.174,0.593,19.39,26.58,95.77,14.3,431.23,-56.48
"2025-11-20","09:40:00",6752.23,"75 Nov 20 6760 C BTO 16.50 | 75 Nov 20 6800 C STO 3.15",-1345,6717.29,"2025-11-20","11:13:00",-335,"Underlying Price Move Down",-76134,-75.47360594795539,75,7729469.48,213000,"",267,117,0.191,0.104,19.39,21.18,95.77,14.3,42.38,-74.35
"2025-11-19","09:40:00",6638.55,"74 Nov 19 6645 C BTO 18.10 | 74 Nov 19 6685 C STO 4.65",-1355,6642.16,"2025-11-19","16:00:00",0,"Expired",-100533.44,-100.26273062730627,74,7805603.48,216820,"",263.44,0,0.257,0.5,23.73,23.56,8.52,12.71,125.46,-100
"2025-11-19","09:40:00",6638.55,"74 Nov 19 6630 P BTO 18.60 | 74 Nov 19 6550 P STO 2.85",-1585,6665.66,"2025-11-19","09:57:00",-670,"Underlying Price Move Up",-68088.88,-58.05173501577288,74,7906136.92,216820,"",263.44,115.44,0.153,0.166,23.73,22.7,8.52,12.71,7.57,-57.1
"2025-10-30","09:47:00",6855.96,"77 Oct 30 6860 C BTO 17.35 | 77 Oct 30 6900 C STO 3.35",-1410,6822.34,"2025-10-30","16:00:00",0,"Expired",-108844.12,-100.25248226950355,77,7974225.8,218295,"",274.12,0,0.193,1,16.63,17.36,-30.09,-4.54,55.32,-100
"2025-10-30","09:47:00",6855.96,"77 Oct 30 6850 P BTO 16.55 | 77 Oct 30 6770 P STO 2.30",-1435,6828.46,"2025-10-30","15:45:00",-2125,"Exited at Specified Time",52735.76,47.72682926829268,77,8083069.92,218295,"",274.12,120.12,0.139,0.002,16.63,17.27,-30.09,-4.54,65.85,-82.23
"2025-10-24","09:40:00",6794.56,"114 Oct 24 6800 C BTO 9.70 | 114 Oct 24 6840 C STO 0.45",-935,6791.69,"2025-10-24","16:00:00",0,"Expired",-106995.84,-100.3807486631016,114,8030334.16,225150,"",405.84,0,0.046,1,16.29,16.37,33.63,22.49,32.09,-100
"2025-10-24","09:40:00",6794.56,"114 Oct 24 6790 P BTO 12.20 | 114 Oct 24 6710 P STO 1.80",-1050,6799.82,"2025-10-24","15:45:00",-40,"Exited at Specified Time",-115723.68,-96.67809523809522,114,8137330,225150,"",405.84,177.84,0.148,0.091,16.29,16.39,33.63,22.49,20.95,-98.57
"2025-10-17","09:40:00",6619.26,"65 Oct 17 6630 C BTO 24.80 | 65 Oct 17 6670 C STO 9.40",-1550,6664.01,"2025-10-17","16:00:00",-3401,"Expired",120083.6,119.18967741935485,65,8253053.68,223275,"",231.4,0,0.379,0.001,24.33,21.02,-15.8,5.99,141.29,-34.52
"2025-10-17","09:40:00",6619.26,"65 Oct 17 6610 P BTO 25.35 | 65 Oct 17 6530 P STO 6.50",-1895,6645.76,"2025-10-17","09:57:00",-1110,"Underlying Price Move Up",-51357.8,-41.69498680738786,65,8132970.08,223275,"",231.4,101.4,0.256,0.238,24.33,23.71,-15.8,5.99,22.69,-40.9
"2025-10-16","09:46:00",6702.36,"84 Oct 16 6695 P BTO 15.15 | 84 Oct 16 6615 P STO 2.30",-1295,6616.74,"2025-10-16","15:45:00",-7215,"Exited at Specified Time",496849.92,456.7474903474904,84,8184327.88,211260,"",299.04,131.04,0.152,0.08,20.14,25.07,17.96,13.34,481.85,-29.73
"2025-10-16","09:46:00",6702.36,"84 Oct 16 6710 C BTO 14.20 | 84 Oct 16 6750 C STO 2.00",-1230,6668.8,"2025-10-16","11:46:00",-300,"Underlying Price Move Down",-78550.08,-76.02601626016259,84,7687477.96,211260,"",299.04,131.04,0.141,0.075,20.14,21.68,17.96,13.34,4.88,-74.8
"2025-10-15","10:03:00",6709.43,"96 Oct 15 6705 P BTO 12.80 | 96 Oct 15 6625 P STO 2.00",-1090,6669.64,"2025-10-15","15:45:00",-3470,"Exited at Specified Time",227988.48,217.8788990825688,96,7766028.04,208800,"",341.76,149.76,0.156,0.004,19.35,20.6,43.96,21.16,494.95,-46.33
"2025-10-15","10:03:00",6709.43,"96 Oct 15 6715 C BTO 11.95 | 96 Oct 15 6755 C STO 1.10",-1095,6674.22,"2025-10-15","11:44:00",-185,"Underlying Price Move Down",-87851.52,-83.57260273972604,96,7538039.56,208800,"",341.76,149.76,0.092,0.071,19.35,20.12,43.96,21.16,48.86,-82.19
"2025-10-08","10:02:00",6734.95,"135 Oct 8 6740 C BTO 7.90 | 135 Oct 8 6780 C STO 0.25",-775,6753.72,"2025-10-08","16:00:00",-1372,"Expired",80114.4,76.57290322580644,135,7625891.08,209250,"",480.6,0,0.032,0.003,16.93,16.25,9.28,11.08,106.45,-9.03
"2025-10-08","10:02:00",6734.95,"135 Oct 8 6730 P BTO 8.15 | 135 Oct 8 6650 P STO 0.40",-785,6751.15,"2025-10-08","15:45:00",10,"Exited at Specified Time",-108016.2,-101.92611464968154,135,7545776.68,209250,"",480.6,210.6,0.049,1,16.93,16.41,9.28,11.08,0,-100
"2025-10-03","09:40:00",6736.52,"113 Oct 3 6740 C BTO 9.10 | 113 Oct 3 6780 C STO 0.40",-880,6715.79,"2025-10-03","16:00:00",0,"Expired",-99842.28,-100.40454545454544,113,7653792.88,210745,"",402.28,0,0.044,1,16.3,16.53,6.79,14.38,50.57,-100
"2025-10-03","09:40:00",6736.52,"113 Oct 3 6735 P BTO 10.65 | 113 Oct 3 6655 P STO 0.80",-995,6722.46,"2025-10-03","15:45:00",-1225,"Exited at Specified Time",25411.44,22.601005025125627,113,7753635.16,210745,"",402.28,176.28,0.075,0.004,16.3,16.35,6.79,14.38,182.91,-85.93
"2025-09-26","09:40:00",6635.1,"101 Sep 26 6640 C BTO 11.20 | 101 Sep 26 6680 C STO 1.00",-1030,6643.7,"2025-09-26","16:00:00",-370,"Expired",-67019.56,-64.42330097087378,101,7728223.72,215635,"",359.56,0,0.089,0.015,16.24,15.36,10.66,19.72,45.15,-89.32
"2025-09-26","09:40:00",6635.1,"101 Sep 26 6630 P BTO 11.80 | 101 Sep 26 6550 P STO 0.75",-1115,6639.86,"2025-09-26","15:45:00",-20,"Exited at Specified Time",-111112.12,-98.66547085201792,101,7795243.28,215635,"",359.56,157.56,0.064,0.143,16.24,15.56,10.66,19.72,133.18,-98.21
"2025-09-18","10:01:00",6631.83,"108 Sep 18 6635 C BTO 10.45 | 108 Sep 18 6675 C STO 0.70",-985,6631.96,"2025-09-18","16:00:00",0,"Expired",-106764.48,-100.36142131979695,108,7906355.4,222480,"",384.48,0,0.067,0.5,15.24,15.77,26.5,4.98,126.4,-100
"2025-09-18","10:01:00",6631.83,"108 Sep 18 6630 P BTO 11.45 | 108 Sep 18 6550 P STO 0.70",-1085,6632.12,"2025-09-18","15:45:00",-185,"Exited at Specified Time",-97752.96,-83.42119815668202,108,8013119.88,222480,"",384.48,168.48,0.061,0.025,15.24,15.72,26.5,4.98,0,-94.47
"2025-09-10","09:41:00",6543.23,"134 Sep 10 6545 C BTO 8.45 | 134 Sep 10 6585 C STO 0.30",-825,6532.04,"2025-09-10","16:00:00",0,"Expired",-111027.04,-100.43151515151514,134,8110872.84,223110,"",477.04,0,0.036,1,14.76,15.33,37.68,-7.06,75.15,-100
"2025-09-10","09:41:00",6543.23,"134 Sep 10 6540 P BTO 8.90 | 134 Sep 10 6460 P STO 0.50",-850,6528.17,"2025-09-10","15:45:00",-1220,"Exited at Specified Time",48893.92,42.927058823529414,134,8221899.88,223110,"",477.04,209.04,0.056,0.004,14.76,15.42,37.68,-7.06,177.65,-61.76
"2025-09-05","09:45:00",6530.95,"123 Sep 5 6525 P BTO 9.25 | 123 Sep 5 6445 P STO 0.85",-850,6477.5,"2025-09-05","15:45:00",-4745,"Exited at Specified Time",478455.24,457.63294117647064,123,8173005.96,214020,"",437.88,191.88,0.092,0.002,14.78,15.24,27,1.87,660,-8.82
"2025-09-05","09:45:00",6530.95,"123 Sep 5 6535 C BTO 9.35 | 123 Sep 5 6575 C STO 0.45",-900,6498.21,"2025-09-05","10:16:00",-115,"Underlying Price Move Down",-97184.76,-87.7911111111111,123,7694550.72,214020,"",437.88,191.88,0.048,0.138,14.78,15.46,27,1.87,0,-86.11
"2025-09-04","09:40:00",6457.96,"116 Sep 4 6460 C BTO 9.60 | 116 Sep 4 6500 C STO 0.40",-930,6502.08,"2025-09-04","16:00:00",-4000,"Expired",355707.04,329.72473118279567,116,7791735.48,207060,"",412.96,0,0.042,0.044,16.06,15.41,8.34,1.36,330.11,-60.75
"2025-09-04","09:40:00",6457.96,"116 Sep 4 6455 P BTO 9.05 | 116 Sep 4 6375 P STO 0.50",-865,6485.55,"2025-09-04","13:54:00",-25,"Underlying Price Move Up",-98033.92,-97.70173410404624,116,7436028.44,207060,"",412.96,180.96,0.055,0.3,16.06,15.58,8.34,1.36,58.96,-95.95
"2025-09-03","09:44:00",6442.27,"112 Sep 3 6445 C BTO 9.15 | 112 Sep 3 6485 C STO 0.40",-885,6448.26,"2025-09-03","16:00:00",-326,"Expired",-63006.72,-63.566101694915254,112,7534062.36,208880,"",398.72,0,0.044,0.027,17.05,16.48,30.28,-3.55,42.37,-100
"2025-09-03","09:44:00",6442.27,"112 Sep 3 6440 P BTO 10.35 | 112 Sep 3 6360 P STO 0.55",-990,6433.49,"2025-09-03","15:45:00",-680,"Exited at Specified Time",-35293.44,-31.830303030303032,112,7597069.08,208880,"",398.72,174.72,0.053,0.007,17.05,16.64,30.28,-3.55,136.36,-68.69
"2025-08-22","09:40:00",6399.25,"63 Aug 22 6405 C BTO 21.20 | 63 Aug 22 6445 C STO 5.75",-1555,6466.91,"2025-08-22","16:00:00",-4000,"Expired",153810.72,157.00578778135048,63,7632362.52,204435,"",224.28,0,0.271,0.354,16.25,14.24,14.42,14.66,157.23,-6.75
"2025-08-22","09:40:00",6399.25,"63 Aug 22 6390 P BTO 20.65 | 63 Aug 22 6310 P STO 3.75",-1700,6440.85,"2025-08-22","10:01:00",-645,"Underlying Price Move Up",-66787.56,-62.35999999999999,63,7478551.8,204435,"",224.28,98.28,0.182,0.181,16.25,16.29,14.42,14.66,5.59,-61.47
"2025-08-19","10:03:00",6448.3,"150 Aug 19 6445 P BTO 6.60 | 150 Aug 19 6365 P STO 0.25",-645,6409.04,"2025-08-19","15:45:00",-3585,"Exited at Specified Time",440232,455.0201550387597,150,7545339.36,197250,"",534,234,0.038,0.001,14.9,15.64,-2.91,2.06,589.92,-41.09
"2025-08-19","10:03:00",6448.3,"150 Aug 19 6450 C BTO 6.95 | 150 Aug 19 6490 C STO 0.25",-680,6415.17,"2025-08-19","12:40:00",-5,"Underlying Price Move Down",-102018,-100.01764705882353,150,7105107.36,197250,"",534,234,0.036,0.4,14.9,15.59,-2.91,2.06,66.18,-97.79
"2025-08-12","09:40:00",6415.8,"106 Aug 12 6420 C BTO 9.80 | 106 Aug 12 6460 C STO 0.55",-935,6445.76,"2025-08-12","16:00:00",-2576,"Expired",173568.64,175.12727272727273,106,7207125.36,195570,"",377.36,0,0.056,0.002,15.09,14.8,21.72,20.63,179.14,-74.87
"2025-08-12","09:40:00",6415.8,"106 Aug 12 6410 P BTO 9.80 | 106 Aug 12 6330 P STO 0.70",-920,6441.69,"2025-08-12","14:14:00",-15,"Underlying Price Move Up",-96472.72,-98.92608695652174,106,7033556.72,195570,"",377.36,165.36,0.071,0.286,15.09,14.69,21.72,20.63,179.89,-97.83
"2025-08-08","09:48:00",6373.18,"101 Aug 8 6375 C BTO 10.65 | 101 Aug 8 6415 C STO 0.70",-1005,6389.45,"2025-08-08","16:00:00",-1445,"Expired",44080.44,43.42686567164179,101,7130029.44,196950,"",359.56,0,0.066,0.004,16.02,15.39,15.22,17.96,100.5,-41.29
"2025-08-08","09:48:00",6373.18,"101 Aug 8 6370 P BTO 10.25 | 101 Aug 8 6290 P STO 0.80",-955,6382.82,"2025-08-08","15:45:00",-30,"Exited at Specified Time",-93942.12,-97.39476439790576,101,7085949,196950,"",359.56,157.56,0.078,0.111,16.02,15.61,15.22,17.96,3.66,-98.95
"2025-08-07","09:40:00",6386.31,"92 Aug 7 6385 P BTO 11.55 | 92 Aug 7 6305 P STO 0.90",-1075,6331.59,"2025-08-07","15:45:00",-5300,"Exited at Specified Time",388228.96,392.54697674418605,92,7179891.12,187680,"",327.52,143.52,0.078,0.002,16.1,17.06,29.26,11.99,541.86,-4.19
"2025-08-07","09:40:00",6386.31,"92 Aug 7 6390 C BTO 10.35 | 92 Aug 7 6430 C STO 0.70",-975,6353.73,"2025-08-07","10:25:00",-130,"Underlying Price Move Down",-78211.04,-87.19179487179485,92,6791662.16,187680,"",327.52,143.52,0.068,0.125,16.1,16.89,29.26,11.99,5.13,-85.64
"2025-08-06","09:45:00",6309.23,"96 Aug 6 6315 C BTO 9.55 | 96 Aug 6 6355 C STO 0.55",-910,6345.06,"2025-08-06","16:00:00",-3006,"Expired",200874.24,229.93846153846155,96,6869873.2,184320,"",341.76,0,0.058,0.002,17.65,16.66,10.11,-0.07,296.7,-39.56
"2025-08-06","09:45:00",6309.23,"96 Aug 6 6305 P BTO 10.80 | 96 Aug 6 6225 P STO 0.70",-1020,6335.42,"2025-08-06","11:22:00",-185,"Underlying Price Move Up",-80651.52,-82.36470588235294,96,6668998.96,184320,"",341.76,149.76,0.065,0.114,17.65,16.84,10.11,-0.07,31.86,-80.88
"2025-07-31","09:53:00",6412.12,"84 Jul 31 6410 P BTO 11.60 | 84 Jul 31 6330 P STO 0.70",-1100,6355.21,"2025-07-31","15:45:00",-5400,"Exited at Specified Time",360769.92,390.44363636363636,84,6749650.48,176400,"",299.04,131.04,0.06,0.01,15.18,16.38,64.12,-14.9,474.09,-26.82
"2025-07-31","09:53:00",6412.12,"84 Jul 31 6415 C BTO 10.75 | 84 Jul 31 6455 C STO 0.75",-1010,6377.45,"2025-07-31","11:12:00",-110,"Underlying Price Move Down",-76030.08,-89.61584158415842,84,6388880.56,176400,"",299.04,131.04,0.07,0.111,15.18,16,64.12,-14.9,19.31,-88.12
"2025-07-30","09:41:00",6378.68,"83 Jul 30 6375 P BTO 12.40 | 83 Jul 30 6295 P STO 0.70",-1180,6339.18,"2025-07-30","15:45:00",-3570,"Exited at Specified Time",197945.04,202.10847457627122,83,6464910.64,172640,"",295.48,129.48,0.056,0.003,15.83,16.76,10.37,-2.55,220.34,-77.54
